Title,More Info,Price,Serviced,Newly Built,Furnished,Bedrooms,Bathrooms,Toilets,City,Neighborhood
2 Bedroom Flat,FLAT / APARTMENT FOR RENT,"1,200,000",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Other Surulere
Lovely 2bedroom Flat,FLAT / APARTMENT FOR RENT,"950,000",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Bode thomas
Clean 3 Bedroom Flat,FLAT / APARTMENT FOR RENT,"1,000,000",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Other Surulere
Newly Built Mini Flat,FLAT / APARTMENT FOR RENT,"550,000",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Randle Avenue
Newly Built 2bedroom Flat,FLAT / APARTMENT FOR RENT,"1,400,000",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Ogunlana
Fairly Built 2bedroom Bungalow,HOUSE FOR RENT,"850,000",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Aguda
Lovely 2bedroom Flat,FLAT / APARTMENT FOR RENT,"1,200,000",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Other Surulere
Well Finished 4bedroom Terrace Duplex,HOUSE FOR RENT,"4,000,000",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Other Surulere
Executive Newly Built 2 Bedrooms,FLAT / APARTMENT FOR RENT,"1,000,000",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Other Surulere
Clean Room Self Contain,FLAT / APARTMENT FOR RENT,"450,000/year",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Ojuelegba
2 And 3 Bedroom Flat,FLAT / APARTMENT FOR RENT,"1,100,000",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Ijesha
4 Numbers Of 2bedroom Flat,FLAT / APARTMENT FOR RENT,"1,500,000",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Ogunlana
Shop,FLAT / APARTMENT FOR RENT,"400,000/year",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Randle Avenue
3 Bedroom Flat,FLAT / APARTMENT FOR RENT,"2,000,000",0,0,1,0 beds,0 baths,0 Toilets,Surulere,Other Surulere
2 Years Old Mini Flat Upstairs,FLAT / APARTMENT FOR RENT,"650,000",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Ojuelegba
3 Bedroom Flat,FLAT / APARTMENT FOR RENT,"2,500,000",0,0,1,0 beds,0 baths,0 Toilets,Surulere,Adelabu
"A Well Designed, Standard & Spacious En Suites Detached Duplex",HOUSE FOR RENT,"7,000,000/year",0,1,0,0 beds,0 baths,0 Toilets,Surulere,Other Surulere
Newly Built Room Self Contain,SELF CONTAIN FOR RENT,"300,000/year",0,1,0,0 beds,0 baths,0 Toilets,Surulere,Ijesha
Standard Room Self Contain,1 BEDROOM FLAT / APARTMENT FOR RENT,"300,000/year",0,0,0,1 beds,1 baths,1 Toilets,Surulere,Bode thomas
Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,"900,000/year",1,0,0,1 beds,1 baths,2 Toilets,Surulere,Ojuelegba
Decent Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,"700,000/year",0,0,0,1 beds,1 baths,1 Toilets,Surulere,Lawanson
5 Bedroom Fully Detached Duplex,5 BEDROOM HOUSE FOR RENT,"5,000,000/year",0,0,0,5 beds,0 baths,0 Toilets,Surulere,Ogunlana
Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,"900,000/year",0,0,0,1 beds,0 baths,2 Toilets,Surulere,Aguda
2 Bedroom Flat In Surulere,2 BEDROOM FLAT / APARTMENT FOR RENT,"1,200,000/year",0,1,0,2 beds,2 baths,2 Toilets,Surulere,Other Surulere
Decent 4 Bedroom Duplex,4 BEDROOM HOUSE FOR RENT,"2,000,000/year",0,0,0,4 beds,3 baths,3 Toilets,Surulere,Marsha
3 Bedroom Apartment In Surulere,3 BEDROOM FLAT / APARTMENT FOR RENT,"1,200,000/year",0,0,0,3 beds,3 baths,3 Toilets,Surulere,Aguda
Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,"600,000/year",0,0,0,1 beds,1 baths,1 Toilets,Surulere,Lawanson
Executive Room Self Contain,1 BEDROOM FLAT / APARTMENT FOR RENT,"700,000/year",0,0,0,1 beds,0 baths,0 Toilets,Surulere,Bode thomas
Executive Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,"700,000/year",0,0,0,1 beds,0 baths,0 Toilets,Surulere,Lawanson
Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,"700,000/year",0,0,0,1 beds,0 baths,0 Toilets,Surulere,Lawanson
Brand New 2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,"1,800,000/year",0,1,1,2 beds,3 baths,3 Toilets,Surulere,Marsha
Clean Serviced Self Contain,FLAT / APARTMENT FOR RENT,"400,000",1,0,0,0 beds,0 baths,0 Toilets,Surulere,Marsha
Newly Built Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,"700,000/year",0,0,0,1 beds,1 baths,2 Toilets,Surulere,Lawanson
Executive Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,"900,000/year",0,0,0,1 beds,1 baths,2 Toilets,Surulere,Aguda
Newly Built 2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,"1,100,000/year",0,0,0,2 beds,0 baths,3 Toilets,Surulere,Marsha
Room Self Contan,1 BEDROOM FLAT / APARTMENT FOR RENT,"700,000/year",0,0,0,1 beds,1 baths,1 Toilets,Surulere,Bode thomas
3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,"1,000,000/year",0,0,0,3 beds,3 baths,3 Toilets,Surulere,Aguda
Newly Built 1 Bedroom Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,"650,000/year",1,1,0,1 beds,2 baths,2 Toilets,Surulere,Lawanson
"Brand New Mini Flat With Personal Balcony, Prepaid Meter",1 BEDROOM FLAT / APARTMENT FOR RENT,"650,000/year",1,1,0,1 beds,2 baths,2 Toilets,Surulere,Lawanson
3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,"1,300,000/year",0,0,0,3 beds,2 baths,2 Toilets,Surulere,Marsha
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,"850,000/year",0,0,0,2 beds,3 baths,3 Toilets,Surulere,Aguda
1 Bedroom Apartment Personal Prepaid Meter And Balcony,1 BEDROOM FLAT / APARTMENT FOR RENT,"700,000/year",1,1,0,1 beds,2 baths,2 Toilets,Surulere,Lawanson
Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,"1,500,000/year",0,1,1,1 beds,2 baths,2 Toilets,Surulere,Bode thomas
3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,"1,300,000/year",0,0,0,3 beds,4 baths,4 Toilets,Surulere,Aguda
Executive Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,"700,000/year",0,0,0,1 beds,1 baths,2 Toilets,Surulere,Aguda
Spacious Full Service 2bedroom With Bq,FLAT / APARTMENT FOR RENT,"6,000,000",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Other Surulere
Room Self Contan,1 BEDROOM FLAT / APARTMENT FOR RENT,"200,000/year",0,0,0,1 beds,1 baths,1 Toilets,Surulere,Ojuelegba
"Newly Built Mini Flat, Upstairs",FLAT / APARTMENT FOR RENT,"650,000",0,1,0,0 beds,0 baths,0 Toilets,Surulere,Lawanson
3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,"1,200,000/year",0,0,0,3 beds,2 baths,2 Toilets,Surulere,Adelabu
Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,"750,000/year",0,1,0,1 beds,2 baths,2 Toilets,Surulere,Other Surulere
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,"900,000/year",0,0,0,2 beds,3 baths,3 Toilets,Surulere,Other Surulere
Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,"350,000/year",0,0,0,1 beds,1 baths,1 Toilets,Surulere,Aguda
"Executive Spacious Mini Flat, Upstairs",FLAT / APARTMENT FOR RENT,"750,000",0,1,0,0 beds,0 baths,0 Toilets,Surulere,Aguda
Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,"1,000,000/year",0,1,0,1 beds,2 baths,2 Toilets,Surulere,Aguda
Executive Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,"800,000/year",0,0,0,1 beds,1 baths,2 Toilets,Surulere,Ogunlana
Executive Room Self Contain,1 BEDROOM FLAT / APARTMENT FOR RENT,"700,000/year",0,0,0,1 beds,1 baths,1 Toilets,Surulere,Bode thomas
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,"2,000,000/year",0,0,0,2 beds,2 baths,2 Toilets,Surulere,Adelabu
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,"1,700,000/year",0,0,0,2 beds,2 baths,2 Toilets,Surulere,Other Surulere
Fresh 2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,"1,000,000/year",0,0,0,2 beds,0 baths,0 Toilets,Surulere,Marsha
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,"900,000/year",0,0,0,2 beds,2 baths,2 Toilets,Surulere,Aguda
2 Units Of Room Self Contain,1 BEDROOM FLAT / APARTMENT FOR RENT,"600,000/year",0,0,0,1 beds,1 baths,1 Toilets,Surulere,Ijesha
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,"700,000/year",0,0,0,2 beds,0 baths,0 Toilets,Surulere,Randle Avenue
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,"1,000,000/year",0,0,0,2 beds,0 baths,0 Toilets,Surulere,Other Surulere
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,"800,000/year",0,0,0,2 beds,1 baths,1 Toilets,Surulere,Randle Avenue
Lovely Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,"900,000/year",0,0,0,1 beds,1 baths,1 Toilets,Surulere,Lawanson
2 Bedroom Flat In Surulere,2 BEDROOM FLAT / APARTMENT FOR RENT,"2,000,000/year",1,1,0,2 beds,2 baths,3 Toilets,Surulere,Other Surulere
Lovely 2 Bedroom Apartment In Surulere,2 BEDROOM FLAT / APARTMENT FOR RENT,"1,800,000/year",0,0,0,2 beds,2 baths,3 Toilets,Surulere,Other Surulere
Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,"700,000/year",0,0,0,1 beds,1 baths,1 Toilets,Surulere,Randle Avenue
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,"1,500,000/year",0,1,0,2 beds,2 baths,3 Toilets,Surulere,Marsha
Spacious 3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,"800,000/year",0,0,0,3 beds,2 baths,2 Toilets,Surulere,Other Surulere
Spacious Roomself Upstairs,FLAT / APARTMENT FOR RENT,"800,000/year",1,0,0, beds, baths, Toilets,Surulere,Other Surulere
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,"1,800,000/year",0,0,0,2 beds,0 baths,0 Toilets,Surulere,Other Surulere
2 Bedroom Ensuit,2 BEDROOM FLAT / APARTMENT FOR RENT,"1,200,000/year",0,1,0,2 beds,2 baths,3 Toilets,Surulere,Randle Avenue
Very Lovely 2 Bedroom Apartment With Pop,FLAT / APARTMENT FOR RENT,"1,500,000/year",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Other Surulere
3 Bedroom Flat In Surulere,3 BEDROOM FLAT / APARTMENT FOR RENT,"1,500,000/year",0,0,0,3 beds,3 baths,3 Toilets,Surulere,Aguda
Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,"700,000/year",0,0,0,1 beds,1 baths,1 Toilets,Surulere,Aguda
2 Bedroom Flat In Surulere,2 BEDROOM FLAT / APARTMENT FOR RENT,"2,000,000/year",0,1,0,2 beds,2 baths,3 Toilets,Surulere,Other Surulere
Newly Built 2 Bedroom Flat In Surulere,2 BEDROOM FLAT / APARTMENT FOR RENT,"1,800,000/year",0,1,0,2 beds,2 baths,3 Toilets,Surulere,Marsha
Decent 2 Bedroom Flat In Surulere,2 BEDROOM FLAT / APARTMENT FOR RENT,"1,000,000/year",0,0,0,2 beds,2 baths,2 Toilets,Surulere,Marsha
Decent Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,"700,000/year",0,0,0,1 beds,1 baths,1 Toilets,Surulere,Aguda
A Decent Mini Flat All Ensuite,FLAT / APARTMENT FOR RENT,"500,000/year",0,0,0,0 beds,2 baths,2 Toilets,Surulere,Other Surulere
Clean Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,"800,000/year",0,0,0,1 beds,1 baths,0 Toilets,Surulere,Other Surulere
3 Bedroom Flat,3 BEDROOM HOUSE FOR RENT,"1,500,000/year",0,0,0,3 beds,0 baths,0 Toilets,Surulere,Aguda
Newly Built 2 Bedroom Flat In Surulere,2 BEDROOM FLAT / APARTMENT FOR RENT,"1,800,000/year",0,1,0,2 beds,2 baths,2 Toilets,Surulere,Ogunlana
Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,"800,000/year",0,0,0,1 beds,0 baths,0 Toilets,Surulere,Ijesha
Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,"800,000/year",0,0,0,1 beds,0 baths,0 Toilets,Surulere,Other Surulere
Executive Room Self Contain,1 BEDROOM FLAT / APARTMENT FOR RENT,"400,000/year",0,0,0,1 beds,1 baths,1 Toilets,Surulere,Ojuelegba
Executive 2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,"1,800,000/year",0,1,0,2 beds,2 baths,3 Toilets,Surulere,Marsha
Newly Built 2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,"2,000,000/year",0,0,0,2 beds,2 baths,3 Toilets,Surulere,Marsha
Room Self Contain,1 BEDROOM FLAT / APARTMENT FOR RENT,"350,000/year",0,0,0,1 beds,1 baths,1 Toilets,Surulere,Other Surulere
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,"1,700,000/year",0,1,0,2 beds,3 baths,3 Toilets,Surulere,Ogunlana
Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,"800,000/year",0,1,0,1 beds,2 baths,2 Toilets,Surulere,Lawanson
Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,"1,700,000/year",0,1,0,1 beds,2 baths,2 Toilets,Surulere,Bode thomas
Room Self Contain,1 BEDROOM FLAT / APARTMENT FOR RENT,"250,000/year",0,0,0,1 beds,1 baths,1 Toilets,Surulere,Other Surulere
"Luxury 4bedroom Detached Duplex All Rooms Ensuite With Guest Toilet, All Round Tiles, Pop Ceiling Finishing, Wardrobes, Fitted Kitchen Cabinet Alone In Compound",4 BEDROOM HOUSE FOR RENT,"4,500,000/day",1,1,1,4 beds,4 baths,5 Toilets,Surulere,Adelabu
A Lovely And Clean Mini Flat,FLAT / APARTMENT FOR RENT,"750,000/year",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Randle Avenue
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,"1,800,000/year",0,1,0,2 beds,2 baths,3 Toilets,Surulere,Marsha
Mini Flat In Surulere,1 BEDROOM FLAT / APARTMENT FOR RENT,"800,000/year",0,0,0,1 beds,1 baths,1 Toilets,Surulere,Other Surulere
Office Space,2 BEDROOM COMMERCIAL PROPERTY FOR RENT,"1,000,000/year",0,0,0,2 beds,1 baths,1 Toilets,Surulere,Other Surulere
Decent 3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,"1,600,000/year",0,0,0,3 beds,3 baths,4 Toilets,Surulere,Bode thomas
Lovely 3 Bedroom Flat Bungalow,3 BEDROOM HOUSE FOR RENT,"1,000,000/year",0,0,0,3 beds,0 baths,0 Toilets,Surulere,Ogunlana
3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,"1,000,000/year",0,0,0,3 beds,0 baths,0 Toilets,Surulere,Marsha
3 Bedroom Bungalow,3 BEDROOM HOUSE FOR RENT,"900,000/year",0,0,0,3 beds,0 baths,0 Toilets,Surulere,Ogunlana
3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,"2,200,000/year",0,1,0,3 beds,3 baths,4 Toilets,Surulere,Ogunlana
4 Bedroom Duplex,4 BEDROOM HOUSE FOR RENT,"4,000,000/year",0,1,0,4 beds,4 baths,5 Toilets,Surulere,Aguda
Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,"900,000/year",0,0,0,1 beds,1 baths,2 Toilets,Surulere,Aguda
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,"900,000/year",0,0,0,2 beds,1 baths,1 Toilets,Surulere,Bode thomas
Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,"600,000/year",0,1,0,1 beds,1 baths,2 Toilets,Surulere,Ijesha
Nice And Newly Renovated 3bedroom Flat Upstairs In Surulere,3 BEDROOM FLAT / APARTMENT FOR RENT,"2,000,000/year",0,0,0,3 beds,2 baths,2 Toilets,Surulere,Other Surulere
Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,"700,000/year",0,1,0,1 beds,1 baths,2 Toilets,Surulere,Ijesha
Lovely Mini Flat In Surulere,1 BEDROOM FLAT / APARTMENT FOR RENT,"900,000/year",0,0,0,1 beds,1 baths,1 Toilets,Surulere,Other Surulere
Lovely Newly Built Mini Flat In Surulere,1 BEDROOM FLAT / APARTMENT FOR RENT,"800,000/year",0,1,0,1 beds,1 baths,2 Toilets,Surulere,Other Surulere
3 Bedroom Apartment,3 BEDROOM HOUSE FOR RENT,"2,000,000/year",0,0,0,3 beds,3 baths,3 Toilets,Surulere,Other Surulere
Fantastic Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,"800,000/year",0,0,0,1 beds,1 baths,2 Toilets,Surulere,Adelabu
Lovely 3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,"2,500,000/year",0,0,0,3 beds,3 baths,4 Toilets,Surulere,Bode thomas
4 Bedroom Semi Detached Duplex,4 BEDROOM HOUSE FOR RENT,"2,500,000/year",0,0,0,4 beds,4 baths,5 Toilets,Surulere,Ogunlana
3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,"1,200,000",0,0,0,3 beds,3 baths,4 Toilets,Surulere,Aguda
Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,"700,000/year",0,0,0,1 beds,1 baths,1 Toilets,Surulere,Aguda
Newly Renovated 2 Bedroom Flat,2 BEDROOM HOUSE FOR RENT,"1,000,000/year",0,0,0,2 beds,2 baths,2 Toilets,Surulere,Bode thomas
2 Bedroom Bungalow,2 BEDROOM HOUSE FOR RENT,"1,700,000/year",0,0,0,2 beds,2 baths,3 Toilets,Surulere,Other Surulere
Standard Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,"600,000/year",0,0,0,1 beds,1 baths,1 Toilets,Surulere,Aguda
3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,"1,500,000/year",0,0,0,3 beds,3 baths,4 Toilets,Surulere,Bode thomas
A Room Self Contain,1 BEDROOM FLAT / APARTMENT FOR RENT,"500,000/year",0,0,0,1 beds,1 baths,1 Toilets,Surulere,Ogunlana
1 Room Self Contain,1 BEDROOM FLAT / APARTMENT FOR RENT,"350,000/year",0,0,0,1 beds,1 baths,1 Toilets,Surulere,Randle Avenue
Executive 2 Bedroom Flat,2 BEDROOM HOUSE FOR RENT,"1,200,000/year",0,0,0,2 beds,2 baths,3 Toilets,Surulere,Marsha
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,"1,700,000/year",0,1,0,2 beds,2 baths,3 Toilets,Surulere,Other Surulere
Fantastic 3 Bedroom Flat,3 BEDROOM HOUSE FOR RENT,"1,700,000/year",0,0,0,3 beds,3 baths,4 Toilets,Surulere,Marsha
Lovely 2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,"1,200,000/year",0,0,0,2 beds,2 baths,3 Toilets,Surulere,Aguda
Executive 3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,"2,500,000/year",0,1,0,3 beds,3 baths,4 Toilets,Surulere,Bode thomas
Spacious 2bedroom Flat,FLAT / APARTMENT FOR RENT,"800,000",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Aguda
Fantastic Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,"600,000/year",0,0,0,1 beds,1 baths,1 Toilets,Surulere,Aguda
Decent 2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,"800,000/year",0,0,0,2 beds,2 baths,2 Toilets,Surulere,Marsha
Newly Built 2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,"1,000,000/year",0,0,0,2 beds,0 baths,0 Toilets,Surulere,Other Surulere
Nice Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,"550,000/year",0,0,0,1 beds,1 baths,1 Toilets,Surulere,Other Surulere
Spacious 3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,"2,000,000/year",0,0,0,3 beds,0 baths,0 Toilets,Surulere,Ojuelegba
Room Self Contain,1 BEDROOM FLAT / APARTMENT FOR RENT,"450,000/year",0,0,0,1 beds,1 baths,1 Toilets,Surulere,Marsha
Newly Built 2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,"1,700,000/year",1,0,0,2 beds,3 baths,3 Toilets,Surulere,Marsha
Executive 2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,"1,700,000/year",0,0,0,2 beds,0 baths,0 Toilets,Surulere,Marsha
Newly Built 2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,"1,000,000/year",0,1,0,2 beds, baths, Toilets,Surulere,Marsha
Newly Built 2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,"1,000,000/year",0,1,0,2 beds,2 baths,2 Toilets,Surulere,Other Surulere
3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,"1,800,000/year",0,1,0,3 beds,3 baths,3 Toilets,Surulere,Marsha
Decent 3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,"1,000,000/year",0,0,0,3 beds,3 baths,4 Toilets,Surulere,Marsha
Executive 2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,"1,700,000/year",0,0,0,2 beds,0 baths,0 Toilets,Surulere,Marsha
3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,"2,000,000/year",0,0,0,3 beds,2 baths,2 Toilets,Surulere,Marsha
Executive 2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,"1,700,000/year",0,0,0,2 beds,2 baths,2 Toilets,Surulere,Marsha
Newly Built 3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR RENT,"1,500,000/year",0,0,0,3 beds,0 baths,0 Toilets,Surulere,Aguda
3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR RENT,"2,500,000/year",1,0,0,3 beds,0 baths,0 Toilets,Surulere,Bode thomas
Newly Renovated 3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,"2,000,000/year",0,0,0,3 beds,0 baths,0 Toilets,Surulere,Marsha
3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,"1,500,000/year",0,0,0,3 beds,0 baths,0 Toilets,Surulere,Aguda
Decent 2 Bedroom Bungalow,2 BEDROOM HOUSE FOR RENT,"1,700,000/year",0,0,0,2 beds,2 baths,2 Toilets,Surulere,Other Surulere
3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR RENT,"1,200,000/year",0,0,0,3 beds,0 baths,0 Toilets,Surulere,Ijesha
Decent 3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,"2,000,000/year",0,0,0,3 beds,3 baths,3 Toilets,Surulere,Marsha
4 Bedroom Duplex,4 BEDROOM HOUSE FOR RENT,"4,000,000/year",0,0,0,4 beds,3 baths,4 Toilets,Surulere,Other Surulere
3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,"1,500,000/year",0,0,0,3 beds,3 baths,3 Toilets,Surulere,Aguda
Newly Built 2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,"1,700,000/year",1,1,0,2 beds,2 baths,3 Toilets,Surulere,Marsha
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,"750,000/year",0,0,0,2 beds,2 baths,2 Toilets,Surulere,Ijesha
Room Self Contain,1 BEDROOM FLAT / APARTMENT FOR RENT,"350,000/year",1,0,0,1 beds,1 baths,1 Toilets,Surulere,Other Surulere
Luxury And Executive 2 / 3 Bedroom,FLAT / APARTMENT FOR RENT,"1,700,000/year",1,1,1,0 beds,0 baths,0 Toilets,Surulere,Marsha
Decent Mini Flat,1 BEDROOM FLAT / APARTMENT FOR RENT,"800,000/year",0,0,0,1 beds,0 baths,0 Toilets,Surulere,Other Surulere
Mini Flat,1 BEDROOM HOUSE FOR RENT,"800,000/year",0,1,0,1 beds,1 baths,1 Toilets,Surulere,Other Surulere
3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,"2,000,000/year",0,1,0,3 beds,3 baths,3 Toilets,Surulere,Marsha
2 Bedroom Flat,2 BEDROOM HOUSE FOR RENT,"1,700,000/year",0,1,0,2 beds,3 baths,3 Toilets,Surulere,Marsha
3 Bedroom Flat,3 BEDROOM HOUSE FOR RENT,"1,300,000/year",0,0,0,3 beds,3 baths,3 Toilets,Surulere,Aguda
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,"1,200,000/year",0,1,0,2 beds,2 baths,3 Toilets,Surulere,Other Surulere
3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,"1,700,000/year",0,0,0,3 beds,0 baths,0 Toilets,Surulere,Ogunlana
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,"1,800,000/year",0,0,0,2 beds,0 baths,0 Toilets,Surulere,Marsha
Office Space,7 BEDROOM COMMERCIAL PROPERTY FOR RENT,"6,000,000/year",0,0,0,7 beds,5 baths,5 Toilets,Surulere,Bode thomas
3 Bedroom Apartment,3 BEDROOM FLAT / APARTMENT FOR RENT,"10,000,000/year",0,0,0,3 beds,0 baths,0 Toilets,Surulere,Other Surulere
6 Units Of Spacious 3bedroom Flats,HOUSE FOR RENT,"5,500,000",0,0,0,0 beds,0 baths,0 Toilets,Surulere,Other Surulere
2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,"900,000/year",0,0,0,2 beds,2 baths,2 Toilets,Surulere,Marsha
3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,"1,700,000/year",0,0,0,3 beds,3 baths,3 Toilets,Surulere,Bode thomas
Decent 2 Bedroom Flat,2 BEDROOM FLAT / APARTMENT FOR RENT,"800,000/year",0,0,0,2 beds,1 baths,1 Toilets,Surulere,Aguda
2 Bedroom Apartment,2 BEDROOM FLAT / APARTMENT FOR RENT,"1,400,000/year",0,0,0,2 beds,0 baths,0 Toilets,Surulere,Other Surulere
Decent 3 Bedroom Flat,3 BEDROOM FLAT / APARTMENT FOR RENT,"1,000,000/year",0,0,0,3 beds,2 baths,2 Toilets,Surulere,Other Surulere
Newly Built Room Self Contain,1 BEDROOM FLAT / APARTMENT FOR RENT,"300,000/year",0,0,0,1 beds,1 baths,1 Toilets,Surulere,Ogunlana
